Sort_Code,Survey Year,Year4,ID,GID_Compatible_ID,State Code,Type Code,Name,Hous & Com-Total Exp,Hous & Com-Total IG,Hous & Com-Direct Exp,Hous & Com-Cur Oper (E50),Hous & Com-Cap Outlay,Libraries-Total Expend,Libraries-Total IG Exp,Libraries-Direct Exp,Libraries-Current Oper (E52),Libraries-Cap Outlay,Total Nat Res-Tot Exp,Total Nat Res-Tot IG,Total Nat Res-Dir Exp,Total Nat Res-Cur Oper,Total Nat Res-Cap Out,Agriculture-Total Exp,Agriculture-Tot IG Exp,Agriculture-Direct Exp,Agriculture-Cur Oper (E54),Agriculture-Cap Outlay,Fish & Game-Total Exp,Fish & Game-Tot IG Exp,Fish & Game-Direct Exp,Fish & Game-Cur Oper (E55),Fish & Game-Cap Outlay,Forestry-Total Expend,Forestry-Total IG Exp,Forestry-Direct Expend,Forestry-Current Oper (E56),Forestry-Cap Outlay,Soil & Water Resources-Total Expend,Nat Res NEC-Total Exp,Nat Res NEC-Tot IG Exp,Nat Res NEC-Direct Exp,Nat Res NEC-Cur Oper (E59),Nat Res NEC-Cap Outlay,Parks & Rec-Total Exp,Parks & Rec-Tot IG Exp,Parks & Rec-Direct Exp,Parks & Rec-Cur Oper (E61),Parks & Rec-Cap Outlay,Police Prot-Total Exp,Police Prot-Tot IG Exp,Police Prot-Direct Exp,Police Prot-Cur Oper (E62),Police Prot-Cap Outlay,Prot Insp-Total Exp,Prot Insp-Total IG Exp,Prot Insp-Direct Exp,Prot Insp-Current Oper (E66),Prot Insp-Cap Outlay,Public Welf-Total Exp,Public Welf-Tot IG Exp,Public Welf-Direct Exp,Public Welf-Cur Oper,Public Welf-Cash Asst,Public Welf-Cap Outlay,Welf-Categ-Total Exp,Welf-Categ-Tot Exp-Old Age Assistance,Welf-Categ-Tot Exp-Aid to Dep Children,Welf-Categ-Tot Exp-Aid to Blind,Welf-Categ-Tot Exp-Aid to Disabled,Welf-Categ-Tot IG Exp,Welf-Categ-Tot IG Exp-Old Age Assistance,Welf-Categ-Tot IG Exp-Aid to Dep Children,Welf-Categ-Tot IG Exp-Aid to Blind,Welf-Categ-Tot IG Exp-Aid to Disabled,Welf-Categ-Cash Assist (E67),Welf-Categ-Cash Assist-Old Age Assistance,Welf-Categ-Cash Assist-Aid to Dep Children,Welf-Categ-Cash Assist-Aid to Blind,Welf-Categ-Cash Assist-Aid to Disabled,Welf-Categ-IG To Fed (S67),Welf-Cash-Total Exp,Welf-Cash-Tot IG Exp,Welf-Cash-Cash Assist (E68),Total Vendor Payments,Welf-Vend Pmts-Medical (E74),Welf-Vend Pmts-NEC (E75),Welf-State Share Medicare D-To Fed (E73),Welf-State Share Medicare D-To Fed (S74),Welf-Ins-Total Exp,Welf-Ins-Current Oper (E77),Welf-Ins-Cap Outlay,Welf-Public Assist NEC-Total Exp,Welf-Public Assist NEC-Total IG Exp,Welf-Public Assist NEC-Direct Exp,Welf-Administration,Welf-NEC-Total Expend,Welf-NEC-Total IG Exp,Welf-NEC-Direct Expend,Welf-NEC-Current Oper (E79),Welf-NEC-Cap Outlay,Sanitation-Tot Exp,Sanitation-Tot IG,Sanitation-Dir Exp,Sanitation-Cur Op,Sanitation-Cap Out,Sewerage-Total Expend,Sewerage-Total IG Exp,Sewerage-Direct Expend,Sewerage-Current Oper (E80),Sewerage-Cap Outlay,SW Mgmt-Total Expend,SW Mgmt-Tot IG Exp,SW Mgmt-Direct Expend,SW Mgmt-Current Oper (E81),SW Mgmt-Capital Outlay,Total Veterans Svs NEC,Veterans Bonus (E84),Vet Affairs-Total Exp,Vet Affairs-Cur Oper (E85),Vet Affairs-Cap Outlay,Water Trans-Total Exp,Water Trans-Tot IG,Water Trans-Other Than Cap Outlay,Water Trans-Direct Exp,Water Trans-Cur Oper (E87),Water Trans-Cap Outlay,Interest on Gen Debt (I89),Assist & Subsidies NEC,Defense-Total Exp,General NEC-Total Exp,General NEC-Tot IG Exp,General NEC-Direct Exp,General NEC-Cur Oper (E89),General NEC-Cap Outlay,General NEC-IG To Fed (S89),Liquor Stores-Tot Exp,Liquor Stores-Cur Oper (E90),Liquor Stores-Cap Out,Total Util-Total Exp,Total Util-Inter Exp,Total Util-Cur Oper,Total Util-Cap Outlay,Total Util-Construct,Total Util-Other Cap,Water Util-Total Exp,Water Util-Inter Exp (I91),Water Util-Cur Oper (E91),Water Util-Cap Outlay,Water Util-Construct (F91),Water Util-Other Cap (G91),Elec Util-Total Exp,Elec Util-Inter Exp (I92),Elec Util-Cur Oper (E92),Elec Util-Cap Outlay,Elec Util-Construct (F92),Elec Util-Other Cap (G92),Gas Util-Total Exp,Gas Util-Inter Exp (I93),Gas Util-Cur Oper (E93),Gas Util-Cap Outlay,Gas Util-Construct (F93),Gas Util-Other Cap (G93),Transit Util-Total Exp,Transit Util-Inter Exp (I94),Transit Util-Cur Oper (E94),Transit Util-Cap Outlay,Transit Util-Construct (F94),Transit Util-Other Cap (G94),Total Insurance Trust Expend,Emp Ret-Total Expend,Emp Ret-Benefit Paymts (X11),Emp Ret-Withdrawals (X12),Emp Ret-Other Paymts (X14),Unemp Comp-Total Exp,Unemp Comp-Ben Paymts (Y05),Unemp-Ext & Spec Pmts (Y06),Worker Comp-Total Exp,Worker Comp-Ben Paymts (Y14),Worker Comp-Other Pmts (Y15),Oth Ins Trust-Tot Exp,Oth Ins Trst-Ben Pmts (Y53),Oth Ins Trst-Oth Pmts (Y54)
10801.0,85,1985.0,36-2,36000000000000,36,2,OH STATE GOVT,44935,0,44935,44840,95,9862,4675,5187,4509,678,180589,13451,167138,140504,26634,78947,2468,76479,74590,1889,19679,55,19624,18496,1128,7636,534,7102,6636,466,0,74327,10394,63933,40782,23151,57964,15807,42157,31101,11056,85359,956,84403,79820,4583,83977,0,83977,80531,3446,3134228,585342,2548886,1790124,751800,6962,751800,0,0,0,0,0,0,0,0,0,751800,0,0,0,0,0,0,0,0,1618605,1525952,92653,0,0,19069,13420,5649,0,0,0,0,744754,585342,159412,158099,1313,114484,11362,103122,867,102255,114484,11362,103122,867,102255,0,0,0,0,0,338,0,338,338,0,50,50,50,0,0,0,564301,0,0,480368,131325,349043,344124,4919,0,298375,297777,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198677,1546919,1429839,117080,26936,827673,695856,131817,824085,824085,0,0,0,0
10802.0,85,1985.0,37-2,37000000000000,37,2,OK STATE GOVT,25277,18129,7148,7143,5,4862,2020,2842,2630,212,77315,5745,71570,65148,6422,47380,317,47063,44327,2736,13134,7,13127,11814,1313,4513,119,4394,3944,450,0,12288,5302,6986,5063,1923,35941,2010,33931,29861,4070,39380,45,39335,36968,2367,40334,154,40180,38886,1294,701178,14581,686597,554270,127628,4699,126307,0,0,0,0,0,0,0,0,0,126307,0,0,0,0,0,1321,0,1321,394759,394759,0,0,0,11864,9869,1995,0,0,0,0,166927,14581,152346,149642,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,1310,1288,22,0,0,0,0,0,0,171062,0,0,99862,23497,76365,63723,12642,0,0,0,0,272033,85437,75717,110879,110879,0,0,0,0,0,0,0,272033,85437,75717,110879,110879,0,0,0,0,0,0,0,0,0,0,0,0,0,438263,231403,211263,20140,3574,163043,145415,17628,43817,43817,7303,0,0,0
10803.0,85,1985.0,38-2,38000000000000,38,2,OR STATE GOVT,15770,0,15770,15746,24,3518,1123,2395,1843,552,123420,1644,121776,115051,6725,52729,1040,51689,51213,476,36154,0,36154,31769,4385,26243,0,26243,24498,1745,0,8294,604,7690,7571,119,26521,2196,24325,14951,9374,47489,1210,46279,42705,3574,42927,153,42774,41803,971,501820,2320,499500,386637,110893,1970,100292,0,0,0,0,0,0,0,0,0,100292,0,0,0,0,0,10601,0,10601,199657,199657,0,0,0,0,0,0,0,0,0,0,191270,2320,188950,186980,1970,5184,4786,398,389,9,5184,4786,398,389,9,0,0,0,0,0,26174,0,26174,26119,55,0,0,0,0,0,0,479403,0,0,192918,28526,164392,161097,3295,0,83724,82990,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741934,211709,179553,32156,2769,263248,227976,35272,266977,266977,55714,0,0,0
10804.0,85,1985.0,39-2,39000000000000,39,2,PA STATE GOVT,54508,47941,6567,6557,10,20999,17538,3461,3372,89,235495,7475,228020,209394,18626,68458,2376,66082,61827,4255,49969,763,49206,42214,6992,19370,104,19266,18017,1249,0,97698,4232,93466,87336,6130,49924,728,49196,38986,10210,182591,1517,181074,173881,7193,82011,0,82011,80592,1419,3927081,610957,3316124,2265275,1046699,4150,816426,0,0,0,0,46808,0,0,0,0,769618,0,0,0,0,46808,277081,0,277081,1473440,1332667,140773,0,0,16202,15255,947,0,0,0,0,1343932,564149,779783,776580,3203,22358,19743,2615,2598,17,22358,19743,2615,2598,17,0,0,0,0,0,1180,1180,0,0,0,4875,4875,4875,0,0,0,536380,0,0,883823,194978,688845,661074,27771,0,563528,562147,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415687,1144184,1066178,78006,19589,1226923,1024671,202252,44580,44580,11730,0,0,0
10805.0,85,1985.0,40-2,40000000000000,40,2,RI STATE GOVT,4385,0,4385,4385,0,3729,2536,1193,1105,88,12241,355,11886,10572,1314,2613,0,2613,2445,168,2228,0,2228,2216,12,1575,0,1575,1559,16,0,5825,355,5470,4352,1118,10103,0,10103,7230,2873,17625,3360,14265,14042,223,12587,0,12587,12403,184,431764,31276,400488,330672,68968,848,77787,0,0,0,0,8819,0,0,0,0,68968,0,0,0,0,8819,0,0,0,267443,251255,16188,0,0,7250,7145,105,0,0,0,0,79284,22457,56827,56084,743,33359,1573,31786,11772,20014,33359,1573,31786,11772,20014,0,0,0,0,0,7,7,0,0,0,1950,0,6,1950,6,1944,211033,0,0,81029,1465,79564,74704,4860,0,0,0,0,25600,659,21332,3609,730,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,659,21332,3609,730,2879,197168,79507,74450,5057,0,82393,74237,8156,3393,3393,466,31875,31875,0
10806.0,85,1985.0,41-2,41000000000000,41,2,SC STATE GOVT,12738,0,12738,12738,0,6125,4269,1856,1552,304,101392,294,101098,90283,10815,52012,0,52012,48273,3739,26684,0,26684,22352,4332,15177,0,15177,13019,2158,0,7519,294,7225,6639,586,17802,494,17308,14087,3221,44773,144,44629,38767,5862,31888,383,31505,30269,1236,505108,3730,501378,409388,90009,1981,86258,0,0,0,0,0,0,0,0,0,86258,0,0,0,0,0,3751,0,3751,248546,248546,0,0,0,0,0,0,0,0,0,0,166553,3730,162823,160842,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,463,458,5,35041,0,23314,35041,23314,11727,106299,0,0,131575,44316,87259,81845,5414,0,0,0,0,480723,167839,256628,56256,56256,0,0,0,0,0,0,0,480723,167839,256628,56256,56256,0,0,0,0,0,0,0,0,0,0,0,0,0,373370,201948,173592,28356,2936,147196,131187,16009,24226,24226,1401,0,0,0
10807.0,85,1985.0,42-2,42000000000000,42,2,SD STATE GOVT,3911,0,3911,3819,92,1892,0,1892,1653,239,50515,594,49921,41448,8473,25226,0,25226,24248,978,9955,0,9955,8174,1781,1507,0,1507,1387,120,0,13827,594,13233,7639,5594,6286,466,5820,4734,1086,9038,0,9038,8125,913,5100,0,5100,4958,142,119877,28,119849,103457,15613,779,15641,0,0,0,0,28,0,0,0,0,15613,0,0,0,0,28,0,0,0,70531,70531,0,0,0,1870,1845,25,0,0,0,0,31835,0,31835,31081,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,76,471,451,20,0,0,0,0,0,0,85734,0,0,37703,10966,26737,21717,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40025,26983,20214,6769,2068,12347,11289,1058,695,695,77,0,0,0
10808.0,85,1985.0,43-2,43000000000000,43,2,TN STATE GOVT,20510,0,20510,20510,0,9631,7626,2005,1933,72,87499,926,86573,80239,6334,55120,241,54879,51614,3265,15973,0,15973,13753,2220,9765,54,9711,9711,0,0,6641,631,6010,5161,849,34939,1828,33111,30754,2357,35299,1011,34288,31126,3162,34386,0,34386,34028,358,852837,19022,833815,732034,101620,161,87437,0,0,0,0,0,0,0,0,0,87437,0,0,0,0,0,14183,0,14183,579474,544178,35296,0,0,0,0,0,0,0,0,0,171743,19022,152721,152560,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,967,967,0,0,0,0,0,0,0,136789,0,0,177045,60925,116120,98608,17512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413686,226037,203263,22774,3250,187587,160579,27008,62,62,0,0,0,0
10865.0,84,1984.0,49-2,49000000000000,49,2,WV STATE GOVT,4776,0,4776,4776,0,7587,4835,2752,2597,155,63467,242,63225,51725,11500,24418,0,24418,23175,1243,9958,0,9958,8564,1394,2745,0,2745,2547,198,0,26346,242,26104,17439,8665,18911,0,18911,17276,1635,21318,0,21318,19677,1641,21030,0,21030,20699,331,325230,0,325230,254159,70431,640,68339,0,0,0,0,0,0,0,0,0,68339,0,0,0,0,0,2092,0,2092,152316,152316,0,0,0,1479,1268,211,0,0,0,0,101004,0,101004,100575,429,202,0,202,202,0,202,0,202,202,0,0,0,0,0,0,821,0,821,820,1,0,0,0,0,0,0,97425,0,0,256689,7828,248861,247519,1342,0,46671,46662,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518440,135874,122771,13103,0,217172,174288,42884,165394,165394,10660,0,0,0
10866.0,84,1984.0,50-2,50000000000000,50,2,WI STATE GOVT,298,0,298,295,3,6701,5918,783,783,0,137215,4488,132727,117570,15157,53963,50,53913,51807,2106,30732,687,30045,26015,4030,28915,2153,26762,25380,1382,0,23605,1598,22007,14368,7639,18137,2167,15970,13943,2027,32078,0,32078,31341,737,37162,373,36789,36207,582,1542185,154629,1387556,962317,422392,2847,467963,0,0,0,0,45571,0,0,0,0,422392,0,0,0,0,45556,0,0,0,880008,879365,643,0,0,15356,13190,2166,0,0,0,0,178858,109058,69800,69119,681,112534,102411,10123,9860,263,112534,102411,10123,9860,263,0,0,0,0,0,3540,0,3540,3458,82,0,0,0,0,0,0,228933,0,0,137618,36345,101273,85577,15696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605797,226474,192040,34434,2677,373842,367322,6520,2105,2105,0,3376,3376,198
10867.0,84,1984.0,51-2,51000000000000,51,2,WY STATE GOVT,4848,0,4848,4821,27,1476,39,1437,1397,40,43618,1853,41765,36705,5060,16973,647,16326,14989,1337,16133,53,16080,15059,1021,1363,0,1363,1333,30,0,9149,1153,7996,5324,2672,8338,1174,7164,5597,1567,13306,837,12469,10943,1526,7391,0,7391,7271,120,80372,140,80232,66323,13363,546,11507,0,0,0,0,140,0,0,0,0,11367,0,0,0,0,140,1996,0,1996,36827,36751,76,0,0,4035,3583,452,0,0,0,0,26007,0,26007,25913,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61136,0,0,87274,58334,28940,25942,2998,0,28524,28509,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114893,22900,16266,6634,887,44697,40857,3840,47296,47296,1780,0,0,0
10868.0,83,1983.0,00-2,00000000000000,0,2,US STATE GOVTS,1003042,347685,655357,615318,40039,363641,169167,194474,182948,11526,5833949,288967,5544982,4714147,830835,2589757,48780,2540977,2372723,168254,924646,3300,921346,806581,114765,629542,47074,582468,547046,35422,0,1690004,189813,1500191,987797,512394,1680138,218578,1461560,1007886,453674,3002168,379805,2622363,2470148,152215,2064149,31003,2033146,1988427,44719,57544499,12668359,44876140,35693657,9083564,98919,16079242,0,0,0,0,8195579,0,0,0,0,7883663,0,0,0,0,1748512,1228979,29078,1199901,27529296,26882973,646323,0,0,304696,279087,25609,0,0,0,0,12402286,4443702,7958584,7885274,73310,770492,567849,202643,122754,79889,770492,567849,202643,122754,79889,0,0,0,0,0,74688,1048,73640,65727,7913,464662,38233,272872,426429,234639,191790,11251722,0,0,11980957,2376791,9604166,8982638,621528,16309,2380748,2370446,10302,4416660,456080,2653802,1306778,723626,583152,112543,14182,30256,68105,45985,22120,2097167,441400,1270048,385719,385646,73,0,0,0,0,0,0,2206950,498,1353498,852954,291995,560959,42180126,14204398,12757144,1447254,1032968,24068131,20926352,3141779,2867956,2867956,388713,1039641,1039641,68169
10869.0,83,1983.0,01-2,01000000000000,1,2,AL STATE GOVT,524,0,524,524,0,5376,0,5376,4663,713,94341,0,94341,88354,5987,58548,0,58548,55933,2615,9976,0,9976,9132,844,13194,0,13194,11195,1999,0,12623,0,12623,12094,529,13179,1750,11429,10305,1124,38350,862,37488,34779,2709,21405,0,21405,21071,334,552671,4990,547681,421474,125948,259,125948,0,0,0,0,0,0,0,0,0,125948,0,0,0,0,0,0,0,0,313482,313482,0,0,0,0,0,0,0,0,0,0,113241,4990,108251,107992,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689,0,2689,2655,34,44869,0,31605,44869,31605,13264,154114,0,0,213723,67964,145759,80917,64842,0,124799,123288,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458022,176492,154436,22056,2592,281459,226503,54956,71,71,0,0,0,0
10870.0,83,1983.0,02-2,02000000000000,2,2,AK STATE GOVT,91664,9618,82046,73305,8741,7670,3505,4165,3936,229,222228,12934,209294,192526,16768,18492,2988,15504,8615,6889,83308,0,83308,76263,7045,7474,1662,5812,5703,109,0,112954,8284,104670,101945,2725,49480,37053,12427,11809,618,49989,3578,46411,45498,913,16672,0,16672,16476,196,173014,4771,168243,120466,46971,806,46514,0,0,0,0,0,0,0,0,0,46514,0,0,0,0,0,457,0,457,50880,45318,5562,0,0,17762,17260,502,0,0,0,0,57401,4771,52630,52326,304,30925,30626,299,298,1,30925,30626,299,298,1,0,0,0,0,0,336,0,336,336,0,59473,26119,32050,33354,5931,27423,389753,0,0,465129,194993,270136,238517,31619,0,0,0,0,253398,13751,77744,161903,161847,56,0,0,0,0,0,0,253398,13751,77744,161903,161847,56,0,0,0,0,0,0,0,0,0,0,0,0,160318,68985,58853,10132,3847,90203,76736,13467,1130,1130,150,0,0,0
10871.0,83,1983.0,03-2,03000000000000,3,2,AZ STATE GOVT,0,0,0,0,0,3569,300,3269,2984,285,50753,5780,44973,43099,1874,22199,0,22199,21542,657,12597,0,12597,11556,1041,818,0,818,764,54,0,15139,5780,9359,9237,122,7551,838,6713,4307,2406,62793,0,62793,59529,3264,34769,0,34769,34361,408,266464,981,265483,198019,67410,54,60109,0,0,0,0,981,0,0,0,0,59128,0,0,0,0,981,8282,0,8282,100042,100042,0,0,0,2395,2395,0,0,0,0,0,95636,0,95636,95582,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0,994,994,0,0,0,0,0,0,0,22286,0,0,131451,22809,108642,104477,4165,0,0,0,0,8385,0,8277,108,99,9,0,0,0,0,0,0,8385,0,8277,108,99,9,0,0,0,0,0,0,0,0,0,0,0,0,365993,124068,89713,34355,1624,189362,172812,16550,52563,52563,19812,0,0,0
10872.0,83,1983.0,04-2,04000000000000,4,2,AR STATE GOVT,689,78,611,611,0,3485,1918,1567,1491,76,68421,3712,64709,60229,4480,42086,270,41816,39932,1884,11928,46,11882,9916,1966,8656,34,8622,8058,564,0,5751,3362,2389,2323,66,18181,2240,15941,14362,1579,20908,19,20889,20103,786,17966,0,17966,17524,442,391984,491,391493,343130,48212,151,34239,0,0,0,0,38,0,0,0,0,34201,0,0,0,0,38,14011,0,14011,258862,258862,0,0,0,0,0,0,0,0,0,0,84872,453,84419,84268,151,1659,0,1659,1634,25,1659,0,1659,1634,25,0,0,0,0,0,1146,0,1146,1097,49,0,0,0,0,0,0,53483,0,0,83063,45511,37552,35887,1665,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233551,70507,59793,10714,14127,155921,139287,16634,7123,7123,2178,0,0,0
10809.0,85,1985.0,44-2,44000000000000,44,2,TX STATE GOVT,1918,0,1918,1918,0,10569,5155,5414,5111,303,305670,6609,299061,269525,29536,170073,0,170073,158250,11823,48438,0,48438,40150,8288,9959,0,9959,9959,0,0,77200,6609,70591,61166,9425,47297,7052,40245,31423,8822,148706,13042,135664,121778,13886,113636,0,113636,107835,5801,2145603,21,2145582,1711735,402972,30875,402972,0,0,0,0,0,0,0,0,0,402972,0,0,0,0,0,0,0,0,1210148,1210148,0,0,0,0,0,0,0,0,0,0,532483,21,532462,501587,30875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6487,0,6487,6313,174,0,0,0,0,0,0,382786,0,0,689114,111288,577826,570850,6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538824,879250,723148,156102,15040,659516,578251,81265,58,58,0,0,0,0
10810.0,85,1985.0,45-2,45000000000000,45,2,UT STATE GOVT,2674,218,2456,2427,29,3925,148,3777,3620,157,65078,876,64202,58729,5473,28066,50,28016,26397,1619,14660,0,14660,12775,1885,5711,811,4900,4599,301,0,16641,15,16626,14958,1668,12367,1086,11281,8881,2400,24022,972,23050,21373,1677,18747,0,18747,18285,462,310476,3449,307027,249841,55569,1617,49789,0,0,0,0,0,0,0,0,0,49789,0,0,0,0,0,5780,0,5780,156688,156688,0,0,0,0,0,0,0,0,0,0,98219,3449,94770,93153,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68,68,0,0,0,0,0,0,0,100960,0,0,105402,54376,51026,47845,3181,446,48456,47904,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206228,85028,60209,24819,3200,84142,72906,11236,37058,37058,728,0,0,0
10811.0,85,1985.0,46-2,46000000000000,46,2,VT STATE GOVT,13919,0,13919,13815,104,1562,0,1562,1283,279,30047,892,29155,27530,1625,14283,0,14283,14212,71,4340,0,4340,4082,258,2606,26,2580,2462,118,0,8818,866,7952,6774,1178,6389,390,5999,5099,900,16182,0,16182,15094,1088,6844,0,6844,6719,125,171530,7473,164057,123268,40414,375,45581,0,0,0,0,7473,0,0,0,0,38108,0,0,0,0,7473,2306,0,2306,75452,75310,142,0,0,2759,2739,20,0,0,0,0,45432,0,45432,45077,355,210,210,0,0,0,210,210,0,0,0,0,0,0,0,0,80,0,80,80,0,0,0,0,0,0,0,72568,0,0,58657,7793,50864,50291,573,0,27029,26693,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53066,21017,20432,585,1897,32049,29383,2666,0,0,0,0,0,0
10812.0,85,1985.0,47-2,47000000000000,47,2,VA STATE GOVT,13046,2193,10853,10484,369,14944,9642,5302,4334,968,78013,1376,76637,69897,6740,26805,98,26707,25751,956,16864,342,16522,13311,3211,13675,142,13533,11662,1871,0,20669,794,19875,19173,702,43457,3593,39864,31779,8085,134165,57004,77161,72874,4287,69377,7532,61845,55844,6001,953185,186945,766240,593849,172383,8,228281,0,0,0,0,55898,0,0,0,0,172383,0,0,0,0,0,0,0,0,555394,555394,0,0,0,0,0,0,0,0,0,0,169510,131047,38463,38455,8,11987,0,11987,11481,506,11987,0,11987,11481,506,0,0,0,0,0,1619,0,1619,1613,6,21009,0,7153,21009,7153,13856,259699,0,0,110826,44112,66714,63840,2874,0,200524,199518,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398651,255522,222740,32782,10827,143129,128536,14593,0,0,0,0,0,0
10813.0,85,1985.0,48-2,48000000000000,48,2,WA STATE GOVT,23692,14974,8718,8705,13,11016,1270,9746,9551,195,206091,14716,191375,178023,13352,73638,2438,71200,68799,2401,59850,0,59850,52526,7324,42190,0,42190,39236,2954,0,30413,12278,18135,17462,673,22706,3641,19065,16443,2622,56320,2833,53487,50954,2533,92067,0,92067,87273,4794,1208519,35895,1172624,846945,323655,2024,308694,0,0,0,0,21192,0,0,0,0,287502,0,0,0,0,21192,36153,0,36153,556795,555009,1786,0,0,10396,9239,1157,0,0,0,0,296481,14703,281778,280911,867,53456,50712,2744,2670,74,53456,50712,2744,2670,74,0,0,0,0,0,1063,0,1063,1037,26,395,395,395,0,0,0,249114,0,0,217080,63856,153224,137233,15991,0,177295,176693,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432507,481148,440569,40579,8348,461507,388604,72903,489852,489852,55632,0,0,0
10814.0,85,1985.0,49-2,49000000000000,49,2,WV STATE GOVT,4361,0,4361,4361,0,8292,5376,2916,2840,76,73055,33,73022,54493,18529,25395,0,25395,24013,1382,11575,0,11575,9171,2404,2898,0,2898,2660,238,0,33187,33,33154,18649,14505,22360,0,22360,20203,2157,24423,0,24423,21421,3002,19553,0,19553,19162,391,355305,0,355305,274143,80653,509,78423,0,0,0,0,0,0,0,0,0,78423,0,0,0,0,0,2230,0,2230,161874,161874,0,0,0,1695,1663,32,0,0,0,0,111083,0,111083,110606,477,220,0,220,220,0,220,0,220,220,0,0,0,0,0,0,827,0,827,826,1,0,0,0,0,0,0,96270,0,0,251390,9221,242169,241349,820,0,44108,44095,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519618,142940,130720,12220,1425,188332,155202,33130,188346,188346,12835,0,0,0
10815.0,85,1985.0,50-2,50000000000000,50,2,WI STATE GOVT,349,0,349,344,5,6851,6095,756,756,0,151684,4463,147221,125917,21304,57962,24,57938,54018,3920,32496,1088,31408,28193,3215,27954,2254,25700,23037,2663,0,33272,1097,32175,20669,11506,21131,2019,19112,15395,3717,41656,2261,39395,38339,1056,44775,1963,42812,42285,527,1741714,188038,1553676,1150051,402155,1470,467701,0,0,0,0,68162,0,0,0,0,399539,0,0,0,0,68162,2616,0,2616,1083147,999303,83844,0,0,15179,13921,1258,0,0,0,0,173071,119876,53195,52983,212,81933,71732,10201,10110,91,81933,71732,10201,10110,91,0,0,0,0,0,6800,0,6800,6698,102,0,0,0,0,0,0,284183,0,0,211789,43408,168381,144169,24212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724602,288238,252333,35905,2279,431307,382081,49226,1608,1608,0,3449,3449,224
