Sort_Code,Survey Year,Year4,ID,GID_Compatible_ID,State Code,Type Code,Name,Total Expenditure,Total IG Expenditure,Direct Expenditure,Total Current Expend,Total Current Oper,Total Capital Outlays,Total Construction,Contract Construction Only,Total Other Cap Outlay,Land & Exst Structures,Total Equipment Only,Tot Assist & Subsidies,Total Interest on Debt,Total Insur Trust Ben,Total Salaries & Wages (Z00),General Expenditure,IG Exp-To Local Govts,IG Exp-To Locals NEC,IG Exp-To Gen Purp Gov,IG Exp-To Cities,IG Exp-To Towns,IG Exp-To School Dist,IG Exp-To Special Dist,IG Exp-To Federal Govt,Direct General Expend,General Current Expend,General Current Oper,General Capital Outlay,General Construction,General Other Cap Out,General Equipment Only,General Assist & Subsidies,General Interest on Debt,Fin Admin & Gen Control-Total Exp,Fin Admin & Gen Control-Total IG Exp,Fin Admin & Gen Control-Direct Exp,Fin Admin & Gen Control-Current Oper,Fin Admin & Gen Control-Cap Outlay,Public Safety-Total Exp,Public Safety-Total IG Exp,Public Safety-Direct Exp,Public Safety-Current Oper,Public Safety-Cap Outlay,Oth NonHwy Trans-Total Exp,Oth NonHwy Trans-Total IG Exp,Oth NonHwy Trans-Direct Exp,Air Trans-Total Expend,Air Trans-Total IG Exp,Air Trans-Direct Expend,Air Trans-Current Oper (E01),Air Trans-Cap Outlay,Misc Com Activ-Tot Exp,Misc Com Activ-Cur Op (E03),Misc Com Activ-Cap Out,Total Correct-Tot Exp,Total Correct-Tot IG,Total Correct-Dir Exp,Total Correct-Cur Oper,Total Correct-Cap Out,Correct-Ins-Total Exp,Correct-Ins-Tot IG Exp,Correct-Ins-Direct Exp,Correct-Ins-Cur Oper (E04),Correct-Ins-Cap Outlay,Correct-NEC-Total Exp,Correct-NEC-Tot IG Exp,Correct-NEC-Direct Exp,Correct-NEC-Cur Oper (E05),Correct-NEC-Cap Outlay,Total Educ-Total Exp,Total Educ-IG Exp,Total Educ-Direct Exp,Total Educ-Cur Oper,Total Educ-Assist & Sub,Total Educ-Cap Outlay,Elem Educ-Total Exp,Elem Educ-Tot IG Exp,Elem Educ-Direct Exp,Elem Educ-Current Oper (E12),Elem Educ-Cap Outlay,Total High Ed-Tot Exp,Total High Ed-Tot IG Exp,Total High Ed-Dir Exp,Total High Ed-Cur Oper,Total High Ed-Cap Out,Total High Ed-Construction,High Ed-Aux-Total Exp,High Ed-Aux-Cur Oper (E16),High Ed-Aux-Cap Outlay,High Ed-NEC-Total Exp,High Ed-NEC-Tot IG Exp,High Ed-NEC-Direct Exp,High Ed-NEC-Cur Oper (E18),High Ed-NEC-Cap Outlay,Total Other Education,Educational Assistance (E19),Educ-NEC-Total Expend,Educ-NEC-Total IG Exp,Educ-NEC-Direct Expend,Educ-NEC-Current Oper (E21),Educ-NEC-Cap Outlay,Emp Sec Adm-Total Exp,Emp Sec Adm-Cur Oper (E22),Emp Sec Adm-Cap Outlay,Fin Admin-Total Exp,Fin Admin-Total IG,Fin Admin-Direct Exp,Fin Admin-Current Oper (E23),Fin Admin-Cap Outlay,Judicial-Total Expend,Judicial-Total IG Exp,Judicial-Direct Expend,Judicial-Current Oper (E25),Judicial-Cap Outlay,Legislative-Total Exp,Legislative-Cur Oper (E26),Legislative-Cap Outlay,Cen Staff-Total Expend,Cen Staff-Total IG Exp,Cen Staff-Direct Exp,Cen Staff-Current Oper (E29),Cen Staff-Cap Outlay,General Sup-Total IG,Gen Pub Bldg-Total Exp,Gen Pub Bldg-Cur Oper (E31),Gen Pub Bldg-Cap Out,Health & Hosp-Tot Exp,Health & Hosp-Tot IG,Health & Hosp-Dir Exp,Health & Hosp-Cur Oper,Health & Hosp-Cap Out,Health-Total Expend,Health-Total IG Expend,Health-Direct Expend,Health-Current Oper (E32),Health-Capital Outlay,Exhibit: Health Regulation,Exhibit: Other Health,Total Hospital-Tot Exp,Total Hospital-Total IG Exp,Total Hospital-Dir Exp,Total Hospital-Cur Op,Total Hospital-Cap Out,Own Hospital-Total Exp,Own Hospital-Cur Oper,Own Hospital-Cur Oper-Mental Hosp,Own Hospital-Cur Oper-Mental Hosp-Reg (E33),Own Hospital-Cur Oper-Mental Hosp-Oth (E34),Own Hospital-Cur Oper-General Hosp (E35),Own Hospital-Cur Oper-Other Own Hosp (E36),Own Hospital-Cap Out,Hosp-Other-Total Exp,Hosp-Other-Total IG,Hosp-Other-Direct Exp,Hosp-Other-Cur Oper (E38),Hosp-Other-Cap Outlay,Total Highways-Tot Exp,Total Highways-Tot-IG,Total Highways-Dir Exp,Total Highways-Cur Op,Total Highways-Cap Out,Total Highways-Construct,Total Highways-Other Cap,Regular Hwy-Total Exp,Regular Hwy-Total IG,Regular Hwy-Direct Exp,Regular Hwy-Cur Oper (E44),Regular Hwy-Cap Outlay,Regular Hwy-Construct (F44),Regular Hwy-Other Cap (G44),Toll Hwy-Total Expend,Toll Hwy-Current Oper (E45),Toll Hwy-Cap Outlay,Toll Hwy-Construction (F45),Toll Hwy-Other Cap Out (G45),Transit Sub-Total Exp,Transit Sub-Total IG,Transit Sub-Direct Sub (E47)
10475.0,91,1991.0,16-2,16000000000000,16,2,IA STATE GOVT,6819816,2116655,4703161,6193631,3310177,626185,504838,0,121347,28170,93177,240639,146895,379265,1390328,6383519,2097422,92901,531739,0,0,1472782,0,19233,4266864,5757334,3253145,626185,504838,121347,93177,240639,146895,233545,136,233409,231826,1583,197139,43360,153779,147143,6636,0,0,0,3828,2690,1138,888,250,7365,7130,235,150815,42281,108534,103693,4841,102755,0,102755,97975,4780,48060,42281,5779,5718,61,2581131,1472782,1108349,934024,82033,92292,1382359,1382359,0,0,0,1052007,90423,961584,869794,91790,36873,124532,120260,4272,927475,90423,837052,749534,87518,146765,82033,64732,0,64732,64230,502,44058,43799,259,99903,0,99903,99296,607,105523,136,105387,104731,656,16787,16495,292,11332,0,11332,11304,28,158031,4315,4303,12,576038,43962,532076,494699,37377,118513,43962,74551,74293,258,0,0,457525,0,457525,420406,37119,457525,420406,0,0,0,0,0,37119,0,0,0,0,0,866714,272109,594605,137525,457080,420993,36087,866714,272109,594605,137525,457080,420993,36087,0,0,0,0,0,8841,0,8841
10476.0,91,1991.0,17-2,17000000000000,17,2,KS STATE GOVT,5125859,1406963,3718896,4626759,2591746,499100,393672,0,105428,3953,101475,169674,31114,427262,1153534,4698597,1406788,36130,257343,0,0,1108633,4682,175,3291634,4199497,2591746,499100,393672,105428,101475,169674,31114,201363,2986,198377,191718,6659,238793,10639,228154,173712,54442,0,0,0,0,0,0,0,0,0,0,0,208646,10639,198007,144386,53621,148812,0,148812,98284,50528,59834,10639,49195,46102,3093,1945407,1108633,836774,743054,35126,58594,1064662,1064662,0,0,0,780380,43971,736409,679175,57234,20071,101465,97059,4406,678915,43971,634944,582116,52828,100365,35126,65239,0,65239,63879,1360,17646,16920,726,90152,0,90152,87103,3049,82662,161,82501,80232,2269,12214,11576,638,16335,2825,13510,12807,703,82007,4593,2211,2382,422360,55909,366451,353762,12689,137029,55909,81120,79384,1736,0,0,285331,0,285331,274378,10953,285331,274378,0,0,0,0,0,10953,0,0,0,0,0,633246,107985,525261,182230,343031,317375,25656,598257,107985,490272,164522,325750,305847,19903,34989,17708,17281,11528,5753,0,0,0
10477.0,91,1991.0,18-2,18000000000000,18,2,KY STATE GOVT,9047773,2221186,6826587,8177335,4511472,870438,676075,0,194363,43819,150544,270614,378733,795330,1755572,8247566,2221186,35968,321565,0,0,1863653,0,0,6026380,7378472,4507939,869094,674731,194363,150544,270614,378733,313041,30955,282086,274239,7847,313677,42293,271384,241555,29829,0,0,0,1948,920,1028,536,492,0,0,0,208584,28798,179786,157186,22600,145432,0,145432,123213,22219,63152,28798,34354,33973,381,3309670,1863952,1445718,1226742,67386,151590,1863653,1863653,0,0,0,1127910,64,1127846,996038,131808,72489,115769,109966,5803,1012141,64,1012077,886072,126005,318107,67386,250721,235,250486,230704,19782,45156,44145,1011,144019,18517,125502,122029,3473,137786,12371,125415,122239,3176,19025,18123,902,12211,67,12144,11848,296,0,402,362,40,473167,81755,391412,361598,29814,195324,81634,113690,109448,4242,0,0,277843,121,277722,252150,25572,260142,234570,0,0,0,0,0,25572,17701,121,17580,17580,0,826158,90642,735516,205710,529806,479813,49993,808776,90642,718134,198508,519626,469636,49990,17382,7202,10180,10177,3,0,0,0
10478.0,91,1991.0,19-2,19000000000000,19,2,LA STATE GOVT,10537155,2467214,8069941,9675615,5161914,861540,673549,0,187991,48463,139528,271679,830016,944792,2190067,9592363,2467214,37963,401245,0,0,2028006,0,0,7125149,8730823,5161914,861540,673549,187991,139528,271679,830016,220033,16,220017,216210,3807,372886,55648,317238,302313,14925,0,0,0,1776,0,1776,0,1776,0,0,0,258672,33753,224919,216828,8091,178844,0,178844,171309,7535,79828,33753,46075,45519,556,3464812,2028603,1436209,1289990,58543,87676,2049052,2028006,21046,21046,0,1165085,0,1165085,1081454,83631,18591,176012,169445,6567,989073,0,989073,912009,77064,250675,58543,192132,597,191535,187490,4045,56533,56533,0,81568,16,81552,80104,1448,76784,0,76784,76217,567,21482,20595,887,40199,0,40199,39294,905,164217,9723,9661,62,997541,1344,996197,971227,24970,300405,1344,299061,293189,5872,0,0,697136,0,697136,678038,19098,697136,678038,0,0,0,0,0,19098,0,0,0,0,0,842546,43209,799337,207366,591971,554178,37793,816458,43209,773249,192384,580865,543171,37694,26088,14982,11106,11007,99,0,0,0
10479.0,91,1991.0,20-2,20000000000000,20,2,ME STATE GOVT,3514633,701731,2812902,3293420,1883389,221213,165153,0,56060,29067,26993,168978,171670,367652,562359,3095441,694305,673628,20677,0,0,0,0,7426,2393710,2874228,1831849,221213,165153,56060,26993,168978,171670,112937,0,112937,111668,1269,97960,163,97797,84622,13175,0,0,0,772,196,576,574,2,0,0,0,68009,0,68009,56474,11535,54466,0,54466,42953,11513,13543,0,13543,13521,22,960894,559894,401000,356735,18907,25358,565393,555779,9614,9369,245,333972,2313,331659,306801,24858,12009,45587,44035,1552,288385,2313,286072,262766,23306,61529,18907,42622,1802,40820,40565,255,23009,22520,489,50498,0,50498,50098,400,36156,0,36156,35840,316,14231,14182,49,12052,0,12052,11548,504,70760,20320,7276,13044,178035,5278,172757,170576,2181,104482,5278,99204,98381,823,0,0,73553,0,73553,72195,1358,73553,72195,0,0,0,0,0,1358,0,0,0,0,0,286969,20324,266645,132360,134285,124938,9347,247149,20324,226825,107415,119410,110949,8461,39820,24945,14875,13989,886,0,0,0
10480.0,91,1991.0,21-2,21000000000000,21,2,MD STATE GOVT,12576285,2682227,9894058,11227346,6149094,1348939,1151740,0,197199,72870,124329,508277,463139,1424609,2369448,10776479,2682192,37992,2644200,0,0,0,0,35,8094252,9632095,5978452,1144384,953265,191119,118250,508277,463139,444139,174,443965,434783,9182,778840,103935,674905,614286,60619,0,0,0,69107,354,68753,35934,32819,2844,2006,838,506282,13078,493204,472838,20366,337583,0,337583,322265,15318,168699,13078,155621,150573,5048,3353612,1647152,1706460,1427412,110395,168653,1703226,1566503,136723,136723,0,1401368,80649,1320719,1159139,161580,118178,151167,147507,3660,1250201,80649,1169552,1011632,157920,249018,110395,138623,0,138623,131550,7073,26985,26970,15,222087,0,222087,218929,3158,170067,174,169893,165166,4727,24402,23666,736,27583,0,27583,27022,561,196070,29176,28142,1034,895903,238465,657438,633607,23831,544860,238465,306395,286737,19658,0,0,351043,0,351043,346870,4173,351043,346870,0,0,0,0,0,4173,0,0,0,0,0,1187070,288151,898919,286779,612140,546082,66058,1120699,288151,832548,253734,578814,517296,61518,66371,33045,33326,28786,4540,89176,82813,6363
10481.0,91,1991.0,22-2,22000000000000,22,2,MA STATE GOVT,20348875,4497141,15851734,18955194,10056633,1393681,1201227,0,192454,82742,109712,991136,1394092,2016192,2704803,18265374,4360702,349682,3170685,0,0,260183,580152,136439,13768233,16886301,10013439,1379073,1186672,192401,109659,991136,1384585,761074,26213,734861,694755,40106,829963,124118,705845,457008,248837,0,0,0,152365,1333,151032,82536,68496,0,0,0,708076,113346,594730,349391,245339,523493,0,523493,278565,244928,184583,113346,71237,70826,411,3299520,1793660,1505860,1308730,124704,72426,1793660,1793660,0,0,0,1226872,0,1226872,1155956,70916,34148,148453,125862,22591,1078419,0,1078419,1030094,48325,278988,124704,154284,0,154284,152774,1510,108139,99935,8204,360633,0,360633,345887,14746,343319,26213,317106,293080,24026,40278,39696,582,16844,0,16844,16092,752,1066751,44784,6395,38389,1603034,720,1602314,1575068,27246,762023,720,761303,751052,10251,0,0,841011,0,841011,824016,16995,841011,824016,0,0,0,0,0,16995,0,0,0,0,0,699095,23583,675512,162135,513377,488316,25061,586757,23583,563174,99716,463458,438397,25061,112338,62419,49919,49919,0,580152,580152,0
10482.0,91,1991.0,23-2,23000000000000,23,2,MI STATE GOVT,24036582,6586640,17449942,22950558,11185120,1086024,838391,0,247633,67002,180631,1605194,660449,2913155,4333048,20748884,6512447,190244,2783545,0,0,3536310,2348,74193,14162244,19662862,10810579,1086022,838391,247631,180629,1605194,660449,536004,46191,489813,478501,11312,1006741,11925,994816,976623,18193,0,0,0,41024,36416,4608,4489,119,0,0,0,815372,7468,807904,796377,11527,691465,0,691465,683715,7750,123907,7468,116439,112662,3777,6948119,3536310,3411809,2860413,244043,307353,3340976,3340976,0,0,0,3273769,195334,3078435,2772100,306335,189552,409566,378189,31377,2864203,195334,2668869,2393911,274958,333374,244043,89331,0,89331,88313,1018,152467,147008,5459,207374,165,207209,203735,3474,190039,46026,144013,141898,2115,76727,73651,3076,61864,0,61864,59217,2647,1030847,29516,25724,3792,2377171,509618,1867553,1770095,97458,1284400,509618,774782,739223,35559,0,0,1092771,0,1092771,1030872,61899,1092771,1030872,0,0,0,0,0,61899,0,0,0,0,0,1436775,694949,741826,173727,568099,506555,61544,1429698,694949,734749,167158,567591,506226,61365,7077,6569,508,329,179,149037,105602,43435
10483.0,91,1991.0,24-2,24000000000000,24,2,MN STATE GOVT,12730356,4882754,7847602,11920793,5526842,809563,606066,0,203497,46599,156898,184429,284496,1042272,2460769,11688084,4882754,95374,2124688,0,0,2640427,22265,0,6805330,10878521,5526842,809563,606066,203497,156898,184429,284496,359197,20491,338706,324005,14701,255584,54180,201404,190826,10578,0,0,0,30458,29135,1323,1299,24,0,0,0,167194,23016,144178,136849,7329,115714,0,115714,109069,6645,51480,23016,28464,27780,684,4501100,2640497,1860603,1584336,136945,139322,2636791,2636791,0,0,0,1583573,3636,1579937,1469684,110253,51825,191219,168603,22616,1392354,3636,1388718,1301081,87637,280736,136945,143791,70,143721,114652,29069,82190,81142,1048,190309,338,189971,185784,4187,100100,20021,80079,72963,7116,44278,42065,2213,24510,132,24378,23193,1185,859027,16477,6769,9708,893172,124565,768607,743551,25056,356518,124565,231953,227805,4148,0,0,536654,0,536654,515746,20908,535586,514678,0,0,0,0,0,20908,1068,0,1068,1068,0,1011745,324963,686782,157527,529255,483752,45503,1011745,324963,686782,157527,529255,483752,45503,0,0,0,0,0,32011,29455,2556
10484.0,91,1991.0,25-2,25000000000000,25,2,MS STATE GOVT,5171284,1627186,3544098,4717909,2492964,453375,375071,0,78304,15355,62949,103375,96407,397977,1012197,4680374,1627186,5336,441523,0,0,1180327,0,0,3053188,4226999,2400031,453375,375071,78304,62949,103375,96407,99171,0,99171,97199,1972,123707,4238,119469,117248,2221,0,0,0,74,74,0,0,0,0,0,0,91211,3693,87518,86848,670,75840,0,75840,75243,597,15371,3693,11678,11605,73,1902486,1184607,717879,623803,36997,57079,1114015,1114015,0,0,0,653814,70438,583376,528571,54805,28629,96630,95336,1294,557184,70438,486746,433235,53511,134657,36997,97660,154,97506,95232,2274,34843,34838,5,46689,0,46689,45262,1427,29584,0,29584,29279,305,10260,10246,14,12638,0,12638,12412,226,268039,51343,7526,43817,374846,27527,347319,338188,9131,146126,27527,118599,117549,1050,0,0,228720,0,228720,220639,8081,228720,220639,0,0,0,0,0,8081,0,0,0,0,0,496226,79820,416406,95184,321222,298946,22276,496226,79820,416406,95184,321222,298946,22276,0,0,0,0,0,0,0,0
10485.0,91,1991.0,26-2,26000000000000,26,2,MO STATE GOVT,9254189,2671247,6582942,8621543,4520921,632646,495234,0,137412,40638,96774,289709,363602,776064,1911256,8478125,2671247,166069,218662,0,0,2280015,6501,0,5806878,7845479,4520921,632646,495234,137412,96774,289709,363602,258318,14725,243593,239159,4434,294214,25678,268536,252131,16405,0,0,0,317,107,210,24,186,0,0,0,197081,1001,196080,189859,6221,162824,0,162824,157308,5516,34257,1001,33256,32551,705,3454018,2280015,1174003,1051784,64887,57332,2212531,2212531,0,0,0,1067855,67484,1000371,945163,55208,21713,130590,125270,5320,937265,67484,869781,819893,49888,173632,64887,108745,0,108745,106621,2124,61821,60099,1722,134118,11152,122966,120357,2609,95297,3573,91724,91006,718,21189,20258,931,7714,0,7714,7538,176,6549,32195,21780,10415,715155,10585,704570,683367,21203,306142,8980,297162,294203,2959,0,0,409013,1605,407408,389164,18244,406537,388293,0,0,0,0,0,18244,2476,1605,871,871,0,902654,164134,738520,273533,464987,416700,48287,902654,164134,738520,273533,464987,416700,48287,0,0,0,0,0,4146,1354,2792
10486.0,91,1991.0,27-2,27000000000000,27,2,MT STATE GOVT,2384343,589106,1795237,2071403,1033769,312940,292532,0,20408,3286,17122,54925,93512,300091,387709,2058039,588400,3337,134905,0,0,450158,0,706,1468933,1745099,1007556,312940,292532,20408,17122,54925,93512,76814,1240,75574,74002,1572,66747,5846,60901,41886,19015,0,0,0,882,227,655,632,23,5315,5315,0,45601,0,45601,27774,17827,41289,0,41289,23524,17765,4312,0,4312,4250,62,752810,451041,301769,241623,14207,45939,447859,447859,0,0,0,203094,3182,199912,189176,10736,2339,33452,33171,281,169642,3182,166460,156005,10455,101857,14207,87650,0,87650,52447,35203,10391,10344,47,53400,1240,52160,51220,940,8952,0,8952,8888,64,9308,8976,332,5154,0,5154,4918,236,43875,4197,524,3673,114622,5863,108759,101685,7074,74086,5863,68223,67830,393,0,0,40536,0,40536,33855,6681,40536,33855,0,0,0,0,0,6681,0,0,0,0,0,272279,14220,258059,72056,186003,185177,826,272279,14220,258059,72056,186003,185177,826,0,0,0,0,0,1206,1206,0
10487.0,91,1991.0,28-2,28000000000000,28,2,NE STATE GOVT,3266203,891619,2374584,2913314,1736842,352889,285200,0,67689,9191,58498,86305,124148,74400,801288,3191803,887629,174448,139885,0,0,556598,16698,3990,2300184,2838914,1736842,352889,285200,67689,58498,86305,124148,79591,0,79591,78158,1433,99708,4603,95105,89853,5252,0,0,0,14261,11255,3006,2325,681,0,0,0,66098,0,66098,63068,3030,39908,0,39908,38082,1826,26190,0,26190,24986,1204,1161219,561576,599643,526847,22871,49925,524008,524008,0,0,0,559001,32590,526411,481599,44812,20760,89088,74229,14859,469913,32590,437323,407370,29953,78210,22871,55339,4978,50361,45248,5113,21894,21745,149,39167,0,39167,38463,704,25329,0,25329,24974,355,10176,9860,316,4919,0,4919,4861,58,85573,3152,2506,646,325987,75090,250897,237479,13418,112979,75090,37889,37272,617,0,0,213008,0,213008,200207,12801,213008,200207,0,0,0,0,0,12801,0,0,0,0,0,434941,109235,325706,65182,260524,246237,14287,434941,109235,325706,65182,260524,246237,14287,0,0,0,0,0,2327,2327,0
10488.0,91,1991.0,29-2,29000000000000,29,2,NV STATE GOVT,3435503,1037053,2398450,3163384,1137505,272119,217371,0,54748,10666,44082,36942,137619,814265,605256,2556872,1033566,1725,387468,0,0,644207,166,3487,1519819,2286074,1091318,270798,216135,54663,43997,36942,120761,118914,75,118839,101671,17168,149447,1142,148305,123007,25298,0,0,0,0,0,0,0,0,0,0,0,125696,1138,124558,101485,23073,108630,0,108630,86022,22608,17066,1138,15928,15463,465,997787,644207,353580,299063,6586,47931,644207,644207,0,0,0,321813,0,321813,274125,47688,18957,26913,25412,1501,294900,0,294900,248713,46187,31767,6586,25181,0,25181,24938,243,21339,20634,705,69082,0,69082,68144,938,27910,75,27835,13315,14520,15193,13512,1681,6729,0,6729,6700,29,337608,1387,0,1387,105138,2116,103022,102272,750,56461,2116,54345,53829,516,0,0,48677,0,48677,48443,234,48677,48443,0,0,0,0,0,234,0,0,0,0,0,242575,36187,206388,51235,155153,145365,9788,242575,36187,206388,51235,155153,145365,9788,0,0,0,0,0,0,0,0
10489.0,91,1991.0,30-2,30000000000000,30,2,NH STATE GOVT,2135163,257088,1878075,2011464,1230067,123699,98915,0,24784,10842,13942,51484,243709,229116,447390,1748813,257088,114111,121520,0,0,20928,529,0,1491725,1627926,1075655,120887,98915,21972,11130,51484,243699,100428,1408,99020,93698,5322,67436,1566,65870,59042,6828,0,0,0,7615,7527,88,1,87,0,0,0,43257,241,43016,38904,4112,35861,0,35861,31766,4095,7396,241,7155,7138,17,404343,129870,274473,263842,1712,8919,129870,129870,0,0,0,239556,0,239556,237813,1743,1174,35256,35255,1,204300,0,204300,202558,1742,34917,1712,33205,0,33205,26029,7176,16989,16524,465,28919,0,28919,27091,1828,58210,1071,57139,53688,3451,7714,7697,17,5585,337,5248,5222,26,31417,3286,1434,1852,142662,305,142357,141564,793,98808,305,98503,98055,448,0,0,43854,0,43854,43509,345,43854,43509,0,0,0,0,0,345,0,0,0,0,0,175348,16370,158978,81142,77836,72825,5011,157311,16370,140941,67067,73874,70015,3859,18037,14075,3962,2810,1152,0,0,0
10490.0,91,1991.0,31-2,31000000000000,31,2,NJ STATE GOVT,23250454,6145398,17105056,21608763,10934817,1641691,1348620,0,293071,46663,246408,184519,1412321,2931708,4098293,19398772,6075664,90094,3217997,0,0,2767573,0,69734,13253374,17992656,10259240,1406116,1245045,161071,114408,184519,1403499,664661,40443,624218,603738,20480,872536,105470,767066,706094,60972,0,0,0,0,0,0,0,0,0,0,0,633398,74280,559118,509129,49989,488474,0,488474,444058,44416,144924,74280,70644,65071,5573,5830322,3684163,2146159,1719767,184519,241873,3759857,3545502,214355,208374,5981,1770489,138661,1631828,1397598,234230,180073,146540,126615,19925,1623949,138661,1485288,1270983,214305,299976,184519,115457,0,115457,113795,1662,70904,70556,348,301179,0,301179,284495,16684,268540,40443,228097,225901,2196,49175,48422,753,45767,0,45767,44920,847,920280,39464,34886,4578,1313165,126172,1186993,1170823,16170,500009,93650,406359,403368,2991,0,0,813156,32522,780634,767455,13179,762561,749382,0,0,0,0,0,13179,50595,32522,18073,18073,0,1372131,5494,1366637,400226,966411,925197,41214,998364,5494,992870,122288,870582,847978,22604,373767,277938,95829,77219,18610,0,0,0
10491.0,91,1991.0,32-2,32000000000000,32,2,NM STATE GOVT,4526761,1552216,2974545,4148303,2046836,378458,295862,0,82596,20435,62161,109210,116936,323105,822362,4203656,1552216,9439,455115,0,0,1087662,0,0,2651440,3825198,2046836,378458,295862,82596,62161,109210,116936,163558,2646,160912,155853,5059,170480,3632,166848,160494,6354,0,0,0,1338,0,1338,1338,0,0,0,0,123341,0,123341,119707,3634,97773,0,97773,94714,3059,25568,0,25568,24993,575,1777914,1087662,690252,609832,23795,56625,1070661,1070661,0,0,0,631418,17001,614417,563564,50853,27789,67723,66349,1374,563695,17001,546694,497215,49479,75835,23795,52040,0,52040,46268,5772,45517,45134,383,65427,156,65271,63236,2035,78333,2490,75843,73308,2535,10921,10573,348,8877,0,8877,8736,141,383562,22253,5508,16745,371608,2513,369095,357103,11992,161635,2513,159122,157490,1632,0,0,209973,0,209973,199613,10360,209973,199613,0,0,0,0,0,10360,0,0,0,0,0,364475,30989,333486,75411,258075,227308,30767,364475,30989,333486,75411,258075,227308,30767,0,0,0,0,0,0,0,0
10492.0,91,1991.0,33-2,33000000000000,33,2,NY STATE GOVT,64320860,20560925,43759935,59106865,28308864,5213995,4092733,0,1121262,457994,663268,689423,3649834,5897819,9849045,53916492,20120425,65590,14985440,0,0,5057137,12258,440500,33355567,50445371,26034550,3471121,3071707,399414,338832,689423,3160473,2261008,48782,2212226,2087901,124325,2523297,236395,2286902,1831882,455020,0,0,0,26663,403,26260,14544,11716,0,0,0,2203720,223099,1980621,1539588,441033,1793654,0,1793654,1361074,432580,410066,223099,186967,178514,8453,14580528,9778590,4801938,3784099,689423,328416,9306326,9305613,713,0,713,4026360,319211,3707149,3399360,307789,228642,280637,267498,13139,3745723,319211,3426512,3131862,294650,1247842,689423,558419,153766,404653,384739,19914,337336,308792,28544,845155,1374,843781,812331,31450,1094469,47408,1047061,986300,60761,189230,160780,28450,132154,0,132154,128490,3664,1033255,167653,150020,17633,5352531,610914,4741617,4391870,349747,1920611,610914,1309697,1099111,210586,0,0,3431920,0,3431920,3292759,139161,3431920,3292759,0,0,0,0,0,139161,0,0,0,0,0,2569144,208448,2360696,503745,1856951,1832291,24660,2199121,208448,1990673,336912,1653761,1641467,12294,370023,166833,203190,190824,12366,728239,728239,0
10493.0,91,1991.0,34-2,34000000000000,34,2,NC STATE GOVT,15036215,5447610,9588605,13916335,6576807,1119880,837833,0,282047,87995,194052,436203,224668,1231047,2665523,13805168,5447610,5688,5441922,0,0,0,0,0,8357558,12685288,6576807,1119880,837833,282047,194052,436203,224668,405470,1950,403520,376331,27189,669021,10114,658907,603129,55778,0,0,0,10397,9389,1008,1008,0,352,318,34,526724,10015,516709,471245,45464,429025,0,429025,389748,39277,97699,10015,87684,81497,6187,6258105,4031386,2226719,1921792,70069,234858,3667434,3601705,65729,28497,37232,2334117,429681,1904436,1711413,193023,101237,308953,259519,49434,2025164,429681,1595483,1451894,143589,256554,70069,186485,0,186485,181882,4603,51342,51061,281,137648,399,137249,122409,14840,213193,4,213189,210529,2660,26298,18865,7433,28331,1547,26784,24528,2256,476583,29805,13798,16007,1085064,289481,795583,767684,27899,471143,288498,182645,179877,2768,0,0,613921,983,612938,587807,25131,612938,587807,0,0,0,0,0,25131,983,983,0,0,0,1389936,118078,1271858,604137,667721,584338,83383,1368139,118078,1250061,584606,665455,582281,83174,21797,19531,2266,2057,209,0,0,0
10494.0,91,1991.0,35-2,35000000000000,35,2,ND STATE GOVT,1792841,388431,1404410,1625633,988227,167208,133929,0,33279,810,32469,31514,77812,139649,418618,1653192,388431,552,119254,0,0,262889,5736,0,1264761,1485984,988227,167208,133929,33279,32469,31514,77812,41524,518,41006,40263,743,22089,0,22089,21026,1063,0,0,0,910,653,257,245,12,108198,103135,5063,15181,0,15181,14373,808,13969,0,13969,13199,770,1212,0,1212,1174,38,622666,263073,359593,314041,13088,32464,261471,261471,0,0,0,324479,1418,323061,291062,31999,21551,61147,58595,2552,263332,1418,261914,232467,29447,36716,13088,23628,184,23444,22979,465,4702,4409,293,18744,13,18731,18565,166,15995,505,15490,14975,515,3490,3472,18,3295,0,3295,3251,44,55581,3346,2853,493,93173,7826,85347,82721,2626,29671,7826,21845,21270,575,0,0,63502,0,63502,61451,2051,63502,61451,0,0,0,0,0,2051,0,0,0,0,0,196408,41183,155225,50701,104524,95933,8591,196408,41183,155225,50701,104524,95933,8591,0,0,0,0,0,0,0,0
